voyage_id,route_name,vessel_class,vessel_category,fuel_type,speed_knots,distance_nm,cargo_load_factor,displacement_ton,wind_speed_knots,wind_direction_deg,wave_height_m,days_since_drydock,transit_time_hours,port_dwell_time_hours,propulsion_power_kw,engine_load_ratio,added_resistance_pct,is_overloaded,use_shore_power,port_power_source,grid_electricity_kwh,me_fuel_consumed_kg,aux_fuel_transit_kg,port_fuel_consumed_kg,total_fuel_consumed_kg,observed_fuel_consumed_kg,fuel_cost_usd,total_energy_cost_usd,carbon_tax_usd_per_ton,carbon_tax_usd,total_voyage_cost_usd,ttw_co2_emissions_kg,wtw_co2e_emissions_kg,cii_rating_g_co2_dwt_nm
VOY-02180,Ras Tanura - Singapore (Crude Tanker),Tanker_Aframax,Tanker,HFO,11.71,3731.5,0.537,80791.9,19.7,90.4,1.83,483,318.58,48.0,7029.4,0.521,19.37,False,False,Auxiliary_Engine,0.0,401057.0,67280.7,9080.6,477418.3,475558.4,286450.99,286450.99,180.0,312787.74,599238.73,1486680.7,1737709.7,3.464
VOY-02181,Custom_Charter_Route,Container_Panamax,Container,Ammonia,20.54,7042.2,0.457,53046.9,36.7,54.3,4.43,201,342.8,29.9,35257.0,0.839,67.07,False,True,Shore_Power_AMP,75491.0,4424097.9,406188.4,0.0,4830286.3,5043269.4,4588772.02,4602710.4,250.0,152080.23,4754790.63,0.0,608320.9,0.0
VOY-02182,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Panamax,Container,HFO,11.79,1147.2,0.627,64668.2,13.4,1.2,1.16,593,97.29,25.3,5279.1,0.126,15.9,False,False,Auxiliary_Engine,0.0,110656.4,56852.2,12767.3,180276.0,176687.2,108165.6,108165.6,180.0,117209.54,225375.14,561379.5,651164.1,7.196
VOY-02183,Custom_Charter_Route,Container_Feeder,Container,HFO,14.43,199.8,0.888,41679.5,14.0,162.1,1.31,292,13.84,18.2,7313.6,0.406,9.32,False,False,Auxiliary_Engine,0.0,19132.9,5027.2,5173.2,29333.4,29557.8,17600.01,17600.01,120.0,12515.26,30115.28,91344.1,104293.9,13.448
VOY-02184,Custom_Charter_Route,Container_Panamax,Container,LNG,15.25,293.6,0.472,54109.5,29.2,120.5,3.0,350,19.25,57.9,11413.9,0.272,30.52,False,False,Auxiliary_Engine,0.0,35385.9,8682.2,24034.5,68102.5,66759.9,54482.02,54482.02,250.0,51778.14,106260.16,187281.9,207112.6,9.382
VOY-02185,Custom_Charter_Route,Container_Panamax,Container,Methanol,20.72,2017.4,0.418,50441.3,33.9,18.3,4.01,107,97.36,57.8,33303.1,0.793,59.05,False,False,Auxiliary_Engine,0.0,1108070.5,106044.4,59254.1,1273369.0,1281154.4,1337037.42,1337037.42,80.0,50226.09,1387263.51,1750882.3,627826.1,12.763
VOY-02186,Hedland - Qingdao (Iron Ore Bulk),Container_ULCV,Container,LNG,23.21,3186.5,0.963,232687.6,12.0,25.4,1.39,695,137.3,56.7,90404.8,1.0,18.51,True,False,Auxiliary_Engine,0.0,1710941.4,128824.3,40421.8,1880187.6,1853623.8,1504150.08,1504150.08,40.0,239936.42,1744086.5,5170515.9,5998410.5,8.321
VOY-02187,Ras Tanura - Singapore (Crude Tanker),Bulk_Capesize,Bulk Carrier,HFO,12.4,3829.1,0.473,109050.5,24.2,48.1,2.04,272,308.81,48.0,10081.4,0.611,22.79,False,False,Auxiliary_Engine,0.0,538673.5,58164.6,8308.7,605146.8,592616.0,363088.11,363088.11,180.0,396779.85,759867.96,1884427.3,2204332.5,2.734
VOY-02188,Santos - Rotterdam (Agri-Bulk),Container_Panamax,Container,Ammonia,22.49,5769.1,0.456,52983.4,13.0,6.2,0.97,514,256.47,29.4,31349.3,0.746,13.25,False,True,Shore_Power_AMP,74218.9,2942997.1,303778.9,0.0,3246776.0,3305094.6,3084437.19,3098146.6,40.0,16712.65,3114859.25,0.0,417816.3,0.0
VOY-02189,Tokyo - Busan (Regional),Container_Feeder,Container,HFO,19.95,590.6,0.805,38863.8,10.6,156.6,0.9,283,29.61,18.5,17994.3,1.0,6.73,False,False,Auxiliary_Engine,0.0,94867.9,10428.8,5234.0,110530.6,111382.5,66318.39,66318.39,120.0,48075.77,114394.16,344192.4,400631.4,17.14
VOY-02190,Custom_Charter_Route,Container_ULCV,Container,Hydrogen,16.66,10516.2,0.511,144606.5,15.7,69.3,1.86,24,631.25,52.5,23196.7,0.331,12.91,False,False,Auxiliary_Engine,0.0,910665.8,203936.1,15350.6,1129952.5,1104177.2,4745800.42,4745800.42,80.0,4458.41,4750258.82,0.0,55730.1,0.0
VOY-02191,Singapore - Rotterdam,Container_Panamax,Container,LNG,15.95,8265.8,0.933,85457.8,12.0,152.8,0.81,305,518.21,27.2,14450.4,0.344,6.45,False,True,Shore_Power_AMP,68727.4,1156904.6,279958.3,0.0,1436862.9,1428290.9,1149490.29,1162211.23,120.0,554889.31,1717100.54,3951372.9,4624077.6,7.03
VOY-02192,Custom_Charter_Route,Container_Panamax,Container,Ammonia,16.08,263.0,0.491,55394.3,8.1,157.0,1.44,338,16.36,39.8,11620.2,0.277,11.61,False,False,Auxiliary_Engine,0.0,80730.6,19674.9,43687.6,144093.1,144893.6,136888.44,136888.44,180.0,2168.76,139057.2,0.0,12048.7,0.0
VOY-02193,Singapore - Rotterdam,Bulk_Capesize,Bulk Carrier,LNG,13.77,8564.3,0.812,170186.6,15.6,31.1,1.19,248,621.87,31.4,16873.0,1.0,11.48,True,False,Auxiliary_Engine,0.0,1501270.9,110475.4,4473.6,1616219.8,1634419.0,1292975.82,1292975.82,120.0,620386.82,1913362.64,4444604.4,5169890.2,2.883
VOY-02194,Ras Tanura - Singapore (Crude Tanker),Container_Feeder,Container,LNG,17.3,3860.6,0.527,29414.5,6.7,172.4,0.84,34,223.18,45.5,9398.5,0.522,2.9,False,False,Auxiliary_Engine,0.0,312821.4,57946.3,10610.1,381377.8,386029.7,305102.2,305102.2,180.0,218814.17,523916.37,1048788.8,1215634.3,7.99
VOY-02195,Hamburg - New York (Transatlantic),Bulk_Capesize,Bulk Carrier,HFO,11.56,3461.8,0.891,184342.5,8.0,83.7,0.5,229,299.45,26.6,9893.8,0.6,4.78,False,True,Shore_Power_AMP,23128.8,513810.4,66528.6,0.0,580339.0,571663.7,348203.37,352716.56,80.0,170162.09,522878.65,1807175.5,2127026.1,2.9
VOY-02196,Custom_Charter_Route,Container_ULCV,Container,Hydrogen,18.06,3596.6,0.714,184295.6,21.6,34.0,2.02,271,199.11,55.7,37554.5,0.536,21.98,False,True,Shore_Power_AMP,241933.5,428218.0,69854.9,0.0,498072.9,498369.9,2091906.36,2135804.39,0.0,0.0,2135804.39,0.0,116838.4,0.0
VOY-02197,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,Ammonia,11.74,3965.5,0.806,169046.2,16.5,90.2,1.47,515,337.64,15.2,10836.1,0.657,15.95,False,True,Shore_Power_AMP,13237.2,1367648.4,158284.8,0.0,1525933.2,1566141.0,1449636.56,1452369.26,0.0,0.0,1452369.26,0.0,188142.1,0.0
VOY-02198,Tokyo - Busan (Regional),Container_Feeder,Container,LNG,17.21,607.4,0.654,33725.6,15.3,71.1,1.83,223,35.3,26.5,11376.1,0.632,15.47,False,True,Shore_Power_AMP,37661.7,58360.0,9651.8,0.0,68011.8,67405.2,54409.47,61538.58,0.0,0.0,61538.58,187032.6,231949.3,9.056
VOY-02199,Custom_Charter_Route,Container_Feeder,Container,LNG,10.86,9923.8,0.961,44163.9,8.8,134.8,1.18,446,914.21,25.6,3292.9,0.183,11.26,False,True,Shore_Power_AMP,36326.7,536861.0,280551.1,0.0,817412.1,814178.9,653929.72,660818.52,0.0,0.0,660818.52,2247883.4,2629523.0,6.662
VOY-02200,Hedland - Qingdao (Iron Ore Bulk),Container_ULCV,Container,Methanol,16.34,3318.3,0.683,178243.2,9.4,70.3,0.8,272,203.11,51.4,23851.5,0.341,7.07,False,False,Auxiliary_Engine,0.0,1807825.9,424510.4,90622.8,2322959.2,2177193.9,2439107.19,2439107.19,40.0,45166.31,2484273.51,3194068.9,1129157.8,4.936
VOY-02201,Hamburg - New York (Transatlantic),Container_Feeder,Container,Methanol,10.22,3665.1,0.411,25457.1,8.9,160.9,0.67,247,358.61,29.8,1798.1,0.1,5.1,False,True,Shore_Power_AMP,42408.1,293219.9,218957.0,0.0,512176.9,514537.6,537785.76,545769.21,250.0,61648.67,607417.88,704243.3,246594.7,5.651
VOY-02202,Tokyo - Busan (Regional),Container_ULCV,Container,Ammonia,15.79,597.1,0.683,178225.9,8.7,124.9,1.02,671,37.82,28.6,22844.8,0.326,13.62,False,True,Shore_Power_AMP,124046.2,347609.1,84568.6,0.0,432177.8,449124.8,410568.88,433247.2,250.0,24749.72,457996.92,0.0,98998.9,0.0
VOY-02203,Singapore - Port Klang (Feeder Hop),Container_Panamax,Container,Methanol,18.88,220.7,0.901,83259.9,6.3,13.7,0.5,191,11.69,58.0,23090.2,0.55,4.4,False,True,Shore_Power_AMP,146421.0,95231.5,15433.5,0.0,110664.9,117440.5,116198.18,142903.95,180.0,18979.05,161883.0,152164.3,105439.2,10.14
VOY-02204,Custom_Charter_Route,Tanker_Aframax,Tanker,HFO,13.17,9134.0,0.476,73697.0,2.0,11.5,0.66,590,693.34,33.5,8713.0,0.645,10.57,False,False,Auxiliary_Engine,0.0,1051564.7,142655.3,6325.4,1200545.3,1211490.3,720327.2,720327.2,250.0,1094650.02,1814977.23,3738498.2,4378600.1,3.559
VOY-02205,Hedland - Qingdao (Iron Ore Bulk),Container_Panamax,Container,Ammonia,23.27,3396.5,0.388,48403.9,13.6,31.4,1.92,261,145.94,29.0,33917.7,0.808,17.5,False,False,Auxiliary_Engine,0.0,1810007.1,167821.8,31782.1,2009611.0,2037369.2,1909130.45,1909130.45,120.0,28480.74,1937611.19,0.0,237339.5,0.0
VOY-02206,Tokyo - Busan (Regional),Container_Feeder,Container,LNG,11.96,574.7,0.9,42103.0,14.1,101.8,1.25,341,48.04,51.9,4251.9,0.236,10.84,False,False,Auxiliary_Engine,0.0,34938.1,14425.8,12121.0,61484.9,59716.7,49187.91,49187.91,120.0,22955.67,72143.58,169083.5,191297.2,8.654
VOY-02207,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,HFO,10.18,2816.4,0.618,31972.6,8.3,18.1,0.85,74,276.63,53.0,2269.5,0.315,4.61,False,False,Auxiliary_Engine,0.0,127059.2,37739.1,6265.9,171064.2,171304.9,102638.52,102638.52,120.0,74523.1,177161.62,532693.9,621025.8,4.977
VOY-02208,Custom_Charter_Route,Container_ULCV,Container,Methanol,20.62,7416.2,0.973,234799.8,13.2,122.8,1.9,258,359.69,42.2,61842.0,0.883,14.94,False,True,Shore_Power_AMP,183275.2,7446363.7,837614.0,0.0,8283977.7,7911356.9,8698176.56,8731516.09,250.0,949358.63,9680874.72,11390469.3,3797434.5,7.876
VOY-02209,Tokyo - Busan (Regional),Container_Panamax,Container,Methanol,12.54,536.1,0.355,46141.0,15.1,143.9,1.5,169,42.74,14.4,4776.4,0.114,9.14,False,True,Shore_Power_AMP,36298.5,89518.4,45258.0,0.0,134776.4,137513.8,141515.23,148398.96,40.0,2977.71,151376.68,185317.6,74442.8,5.084
VOY-02210,Singapore - Rotterdam,Container_Feeder,Container,LNG,12.73,8442.5,0.798,38618.8,19.4,179.7,1.91,446,663.21,51.9,5075.1,0.282,16.28,False,False,Auxiliary_Engine,0.0,558522.6,191745.4,12111.7,762379.7,770399.9,609903.74,609903.74,80.0,194733.18,804636.92,2096544.1,2434164.7,7.304
VOY-02211,Singapore - Port Klang (Feeder Hop),Tanker_Aframax,Tanker,HFO,11.49,226.4,0.546,81757.5,12.1,96.5,1.29,100,19.7,48.2,6022.1,0.446,7.52,False,True,Shore_Power_AMP,45625.0,21796.5,4175.6,0.0,25972.0,26984.9,15583.22,24145.72,120.0,13456.25,37601.98,80876.9,112135.4,3.107
VOY-02212,Custom_Charter_Route,Tanker_Aframax,Tanker,LNG,13.97,9271.8,0.672,96279.5,7.7,46.4,1.44,619,663.59,49.3,13106.8,0.971,16.66,False,False,Auxiliary_Engine,0.0,1252403.9,121852.0,7662.5,1381918.4,1434623.4,1105534.68,1105534.68,80.0,353495.25,1459029.93,3800275.5,4418690.6,3.564
VOY-02213,Tokyo - Busan (Regional),Bulk_Handysize,Bulk Carrier,Methanol,11.95,611.5,0.565,29979.0,16.6,110.6,1.42,25,51.18,43.8,3604.2,0.501,7.3,False,True,Shore_Power_AMP,25963.1,70093.9,13908.2,0.0,84002.2,89361.4,88202.29,93225.63,80.0,3813.36,97038.99,115503.0,47666.9,4.971
VOY-02214,Singapore - Port Klang (Feeder Hop),Tanker_Aframax,Tanker,HFO,12.81,220.5,0.852,117035.1,5.0,115.4,0.5,172,17.22,49.1,10205.2,0.756,3.6,False,True,Shore_Power_AMP,46521.7,30264.2,4116.2,0.0,34380.4,35373.0,20628.25,29352.16,250.0,35791.7,65143.86,107060.6,143166.8,4.221
VOY-02215,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Feeder,Container,HFO,19.01,1107.1,0.927,43025.5,4.2,126.7,0.59,292,58.23,17.9,16522.9,0.918,5.71,False,True,Shore_Power_AMP,25485.5,168912.3,21448.5,0.0,190360.7,200811.4,114216.44,119153.82,80.0,56360.09,175513.92,592783.3,704501.2,15.748
VOY-02216,Singapore - Port Klang (Feeder Hop),Bulk_Handysize,Bulk Carrier,HFO,9.56,203.3,0.723,35971.3,3.5,73.2,0.5,110,21.27,52.6,1994.1,0.277,2.74,False,True,Shore_Power_AMP,31167.3,8782.2,3025.6,0.0,11807.8,11775.4,7084.67,13044.79,40.0,2197.68,15242.47,36769.5,54942.0,4.76
VOY-02217,Shenzhen - Los Angeles (Transpacific),Tanker_Aframax,Tanker,HFO,9.72,6014.4,0.511,77723.6,2.0,88.1,0.5,586,618.85,22.5,3599.7,0.267,9.81,False,True,Shore_Power_AMP,21289.3,448029.6,129239.3,0.0,577268.9,588294.3,346361.34,350543.41,40.0,84604.86,435148.26,1797615.3,2115121.4,2.599
VOY-02218,Hedland - Qingdao (Iron Ore Bulk),Container_Panamax,Container,LNG,14.64,3195.0,0.925,84916.7,5.0,108.5,1.46,449,218.31,45.4,11874.9,0.283,13.73,False,False,Auxiliary_Engine,0.0,414616.7,117602.6,18822.0,551041.3,560552.6,440833.08,440833.08,250.0,438715.6,879548.68,1515363.7,1754862.4,6.975
VOY-02219,Singapore - Rotterdam,Tanker_Aframax,Tanker,HFO,15.95,7912.7,0.841,115762.5,16.7,125.7,1.96,74,496.17,33.8,21288.4,1.0,12.7,True,False,Auxiliary_Engine,0.0,1858308.5,118095.7,6393.6,1982797.8,1981494.3,1189678.67,1189678.67,0.0,0.0,1189678.67,6174432.3,7233785.0,6.785
VOY-02220,Singapore - Rotterdam,Bulk_Handysize,Bulk Carrier,LNG,12.21,8177.2,0.681,34362.8,12.7,136.6,1.56,112,669.94,51.2,4280.8,0.595,9.14,False,True,Shore_Power_AMP,30302.7,429858.4,77147.9,0.0,507006.2,507264.1,405604.99,411409.48,0.0,0.0,411409.48,1394267.1,1633935.0,4.487
VOY-02221,Singapore - Rotterdam,Bulk_Capesize,Bulk Carrier,Methanol,14.9,8411.4,0.56,124752.2,2.1,122.9,0.5,370,564.63,45.8,16595.2,1.0,6.55,True,True,Shore_Power_AMP,39775.8,3314529.9,224542.6,0.0,3539072.4,3422681.3,3716026.05,3723535.69,180.0,289385.53,4012921.22,4866224.6,1607697.4,3.214
VOY-02222,Singapore - Rotterdam,Bulk_Capesize,Bulk Carrier,LNG,15.11,8770.5,0.35,87016.5,7.0,68.5,0.99,315,580.55,16.9,13864.1,0.84,8.53,False,False,Auxiliary_Engine,0.0,1127620.2,85281.4,2410.2,1215311.9,1196947.5,972249.5,972249.5,80.0,311033.07,1283282.57,3342107.7,3887913.4,2.117
VOY-02223,Tokyo - Busan (Regional),Bulk_Capesize,Bulk Carrier,Ammonia,15.82,539.1,0.407,97242.8,8.6,137.1,0.5,491,34.07,31.0,17104.7,1.0,8.22,True,False,Auxiliary_Engine,0.0,220558.8,13579.9,11682.5,245821.2,249997.6,233530.17,233530.17,80.0,2247.73,235777.9,0.0,28096.6,0.0
VOY-02224,Custom_Charter_Route,Tanker_Aframax,Tanker,Methanol,13.45,9152.2,0.833,114746.5,12.8,20.3,1.1,213,680.69,23.1,12313.8,0.912,9.41,False,False,Auxiliary_Engine,0.0,2957244.9,328645.1,8897.9,3294788.0,3119662.1,3459527.38,3459527.38,40.0,59635.41,3519162.78,4530333.5,1490885.2,4.304
VOY-02225,Singapore - Rotterdam,Container_ULCV,Container,LNG,13.17,7890.8,0.418,126570.0,5.8,109.3,0.89,527,599.0,24.1,10299.6,0.147,10.81,False,True,Shore_Power_AMP,104699.2,1067200.4,453561.5,0.0,1520761.9,1568094.9,1216609.55,1235805.4,250.0,1226555.97,2462361.37,4182095.3,4906223.9,2.718
VOY-02226,Custom_Charter_Route,Tanker_Aframax,Tanker,HFO,13.68,7720.9,0.487,75047.7,26.8,2.0,3.58,272,564.44,47.5,13249.2,0.981,48.38,False,True,Shore_Power_AMP,44960.3,1310747.2,116717.4,0.0,1427464.6,1396001.1,856478.76,864921.62,120.0,627279.69,1492201.3,4445124.8,5227330.7,5.006
VOY-02227,Custom_Charter_Route,Container_ULCV,Container,Ammonia,19.89,10973.7,0.491,140652.7,28.0,5.0,2.87,430,551.81,58.5,48087.5,0.687,40.17,False,True,Shore_Power_AMP,253820.6,9518786.6,1140308.3,0.0,10659094.9,10602403.7,10126140.13,10172177.84,0.0,0.0,10172177.84,0.0,1375543.2,0.0
VOY-02228,Singapore - Port Klang (Feeder Hop),Tanker_Aframax,Tanker,Methanol,11.94,196.1,0.479,74089.6,12.3,97.9,2.17,140,16.43,36.6,6862.9,0.508,16.69,False,False,Auxiliary_Engine,0.0,41250.5,6889.5,14063.9,62203.9,61803.6,65314.1,65314.1,180.0,7380.15,72694.25,85530.4,41000.8,3.793
VOY-02229,Shenzhen - Los Angeles (Transpacific),Container_Panamax,Container,Ammonia,18.71,6274.7,0.825,78133.2,30.4,162.1,2.84,163,335.32,25.5,25262.8,0.601,22.35,False,True,Shore_Power_AMP,64396.5,3158623.6,460674.6,0.0,3619298.2,3759025.3,3438333.28,3450274.65,80.0,36702.92,3486977.57,0.0,458786.4,0.0
VOY-02230,Ras Tanura - Singapore (Crude Tanker),Container_Feeder,Container,LNG,11.98,3809.5,0.701,35335.7,7.6,21.2,1.51,330,317.91,53.2,3877.3,0.215,13.01,False,False,Auxiliary_Engine,0.0,214091.8,88571.4,12411.8,315075.0,309236.6,252059.98,252059.98,120.0,120318.55,372378.53,866456.2,1002654.6,6.69
VOY-02231,Shanghai - Rotterdam (Suez),Tanker_Aframax,Tanker,LNG,11.65,10511.3,0.68,97236.0,10.0,135.0,0.97,130,902.12,15.7,6891.6,0.51,5.07,False,False,Auxiliary_Engine,0.0,919369.2,166195.9,2449.7,1088014.8,1091406.0,870411.85,870411.85,120.0,417665.4,1288077.25,2992040.7,3480545.0,2.475
VOY-02232,Santos - Rotterdam (Agri-Bulk),Bulk_Handysize,Bulk Carrier,Methanol,11.15,5300.1,0.92,43462.6,16.8,19.1,1.52,315,475.52,13.1,4045.8,0.562,15.81,False,True,Shore_Power_AMP,7763.2,718377.8,148158.1,0.0,866535.9,894375.4,909862.66,911610.04,80.0,31431.29,943041.34,1191486.8,392891.2,5.916
VOY-02233,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,LNG,11.26,2181.3,0.73,36232.5,6.3,8.5,0.5,462,193.74,43.9,3459.0,0.48,8.47,False,True,Shore_Power_AMP,25970.2,103698.5,22743.4,0.0,126441.9,129422.9,101153.53,106178.16,250.0,103620.7,209798.85,347715.3,414482.8,4.195
VOY-02234,Custom_Charter_Route,Tanker_Aframax,Tanker,HFO,15.09,5076.7,0.4,65010.9,7.5,88.9,0.5,690,336.38,54.3,12163.4,0.901,11.62,False,False,Auxiliary_Engine,0.0,708368.1,66969.7,10263.7,785601.6,812411.4,471360.93,471360.93,80.0,228955.55,700316.48,2446363.2,2861944.3,4.19
VOY-02235,Ras Tanura - Singapore (Crude Tanker),Tanker_Aframax,Tanker,Methanol,12.61,3692.8,0.741,104176.6,28.8,70.6,3.38,131,292.8,45.2,12143.9,0.9,39.44,False,True,Shore_Power_AMP,42773.9,1252649.5,136535.7,0.0,1389185.2,1420603.8,1458644.44,1466693.75,0.0,0.0,1466693.75,1910129.6,641387.4,4.498
VOY-02236,Ras Tanura - Singapore (Crude Tanker),Bulk_Handysize,Bulk Carrier,HFO,15.84,4007.2,0.391,23355.5,9.6,142.1,1.72,555,252.96,16.5,7783.8,1.0,17.42,True,False,Auxiliary_Engine,0.0,358924.2,31348.1,1954.7,392227.0,406392.3,235336.23,235336.23,250.0,357645.26,592981.49,1221395.0,1430581.0,8.021
VOY-02237,Custom_Charter_Route,Container_Panamax,Container,HFO,21.62,9311.6,0.571,60859.4,22.6,4.3,2.18,218,430.66,45.1,33495.7,0.798,24.22,False,True,Shore_Power_AMP,113827.8,2422256.5,245997.0,0.0,2668253.4,2744206.2,1600952.05,1621791.06,40.0,391295.18,2013086.25,8308941.1,9782379.6,13.122
VOY-02238,Singapore - Port Klang (Feeder Hop),Container_ULCV,Container,Hydrogen,24.6,204.5,0.59,160113.6,7.5,163.9,1.01,256,8.31,28.8,75896.3,1.0,7.16,True,False,Auxiliary_Engine,0.0,35655.2,2775.7,8407.8,46838.7,47111.6,196722.6,196722.6,250.0,480.39,197202.99,0.0,1921.5,0.0
VOY-02239,Singapore - Rotterdam,Container_Feeder,Container,HFO,19.25,8469.8,0.722,36050.7,14.8,30.4,1.16,226,440.04,27.3,15944.4,0.886,10.64,False,False,Auxiliary_Engine,0.0,1227360.8,150154.1,7740.7,1385255.6,1350488.4,831153.38,831153.38,40.0,202081.36,1033234.74,4313686.0,5052034.0,14.979
VOY-02240,Tokyo - Busan (Regional),Container_Feeder,Container,LNG,13.35,570.6,0.876,41278.7,11.7,39.8,1.29,284,42.73,50.6,5862.4,0.326,11.32,False,False,Auxiliary_Engine,0.0,40529.0,12718.6,11815.1,65062.7,63991.4,52050.16,52050.16,250.0,50720.96,102771.12,178922.4,202883.8,9.222
VOY-02241,Singapore - Port Klang (Feeder Hop),Container_Feeder,Container,LNG,19.52,193.9,0.549,30177.3,3.5,131.7,0.77,388,9.93,39.1,14414.8,0.801,7.99,False,True,Shore_Power_AMP,55566.5,20523.2,2603.0,0.0,23126.2,22750.3,18500.99,28852.95,120.0,11414.31,40267.26,63597.1,95119.2,9.648
VOY-02242,Custom_Charter_Route,Container_Feeder,Container,LNG,10.68,9820.9,0.566,30749.0,28.2,176.2,2.61,364,919.83,56.3,2701.8,0.15,22.13,False,True,Shore_Power_AMP,79964.8,457049.5,242751.9,0.0,699801.4,746821.9,559841.13,574584.8,250.0,567437.79,1142022.6,1924453.9,2269751.2,5.763
VOY-02243,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,LNG,9.16,6132.9,0.949,44562.2,17.7,77.4,1.72,637,669.43,53.5,2383.7,0.331,20.85,False,True,Shore_Power_AMP,31649.4,263543.4,85241.8,0.0,348785.2,347592.5,279028.19,285075.09,120.0,135376.75,420451.83,959159.4,1128139.6,4.116
VOY-02244,Tokyo - Busan (Regional),Container_ULCV,Container,LNG,19.21,566.7,0.768,194677.6,12.2,112.0,1.09,259,29.49,26.7,41572.8,0.594,8.17,False,True,Shore_Power_AMP,116015.5,168841.4,25759.8,0.0,194601.1,193112.5,155680.91,176913.7,80.0,53344.76,230258.46,535153.1,666809.5,4.843
VOY-02245,Shanghai - Rotterdam (Suez),Tanker_Aframax,Tanker,HFO,9.4,10214.4,0.353,59605.5,9.2,158.0,0.67,678,1086.38,12.9,2774.6,0.206,11.57,False,False,Auxiliary_Engine,0.0,633285.1,211781.1,2434.9,847501.1,852957.0,508500.68,508500.68,250.0,773018.5,1281519.18,2639118.5,3092074.0,2.247
VOY-02246,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Bulk_Capesize,Bulk Carrier,Ammonia,9.62,1094.1,0.407,97177.4,21.7,178.8,2.51,60,113.7,55.5,4164.7,0.252,17.21,False,False,Auxiliary_Engine,0.0,206804.4,45310.8,20939.9,273055.1,285093.7,259402.37,259402.37,80.0,2420.31,261822.67,0.0,30253.8,0.0
VOY-02247,Santos - Rotterdam (Agri-Bulk),Tanker_Aframax,Tanker,HFO,9.69,5202.9,0.677,96893.5,18.0,3.2,1.53,268,536.76,53.1,4362.5,0.323,15.8,False,True,Shore_Power_AMP,50334.0,455371.8,119987.7,0.0,575359.4,555801.8,345215.66,354625.79,40.0,84767.56,439393.34,1791669.3,2119188.9,2.994
VOY-02248,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,Methanol,15.91,4736.6,0.411,24113.1,5.8,50.9,0.5,363,297.64,52.9,7331.3,1.0,6.79,True,True,Shore_Power_AMP,31342.7,809525.9,75732.6,0.0,885258.5,872928.5,929521.47,935513.16,180.0,73849.79,1009362.95,1217230.5,410276.6,6.763
VOY-02249,Dubai (Jebel Ali) - Mumbai (Nhava Sheva),Container_Panamax,Container,Ammonia,14.86,1071.8,0.654,66442.2,24.5,162.1,2.73,666,72.12,49.1,11961.2,0.285,28.88,False,True,Shore_Power_AMP,123926.0,364508.2,92738.4,0.0,457246.6,462718.9,434384.24,457040.92,0.0,0.0,457040.92,0.0,101961.5,0.0
VOY-02250,Singapore - Port Klang (Feeder Hop),Container_Feeder,Container,LNG,20.06,210.1,0.409,25389.3,8.7,174.2,0.63,457,10.47,17.8,13961.1,0.776,8.04,False,True,Shore_Power_AMP,25306.4,20958.8,2583.8,0.0,23542.6,23948.2,18834.06,23739.22,80.0,6796.21,30535.43,64742.1,84952.7,9.063
VOY-02251,Singapore - Rotterdam,Container_Panamax,Container,LNG,13.72,8871.3,0.422,50676.0,11.5,23.8,2.21,86,646.52,17.8,7174.1,0.171,17.61,False,False,Auxiliary_Engine,0.0,806294.4,285249.3,7402.9,1098946.5,1146628.9,879157.21,879157.21,40.0,140531.9,1019689.11,3022102.9,3513297.5,5.01
VOY-02252,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,Methanol,11.42,1589.6,0.57,30162.7,9.3,107.2,0.93,359,139.2,49.0,3198.0,0.444,8.6,False,True,Shore_Power_AMP,29001.2,172582.1,37906.0,0.0,210488.1,222196.3,221012.52,226582.75,180.0,19033.22,245615.97,289421.2,105740.1,4.791
VOY-02253,Santos - Rotterdam (Agri-Bulk),Tanker_Aframax,Tanker,HFO,9.44,5800.5,0.489,75179.7,17.0,112.4,2.0,177,614.28,34.1,3385.4,0.251,15.12,False,True,Shore_Power_AMP,32262.2,422662.7,127087.3,0.0,549749.9,541040.0,329849.94,336007.13,250.0,504711.69,840718.82,1711921.2,2018846.8,2.566
VOY-02254,Custom_Charter_Route,Bulk_Handysize,Bulk Carrier,Methanol,12.65,3660.9,0.444,25362.5,6.0,88.5,0.88,353,289.39,40.7,3859.7,0.536,8.22,False,True,Shore_Power_AMP,24113.8,419951.4,74701.0,0.0,494652.3,487522.0,519384.96,524075.45,120.0,27810.82,551886.27,680147.0,231756.8,4.889
VOY-02255,Custom_Charter_Route,Bulk_Capesize,Bulk Carrier,LNG,10.06,3589.0,0.495,113022.9,28.7,106.7,3.67,315,356.71,25.3,6407.8,0.388,42.64,False,True,Shore_Power_AMP,21962.9,349872.8,55830.6,0.0,405703.5,419551.7,324562.78,328866.1,120.0,156791.64,485657.74,1115684.6,1306597.0,1.727
